cite_key,entry_type,bib_title,bib_date,doi,format_valid,resolves,status_code,crossref_title,crossref_year,title_similarity,year_match,error,suggested_doi,suggested_title,suggested_year,suggestion_score,isbn,isbn_confirmed,isbn_ol_found,isbn_gb_found,isbn_found_title,isbn_found_year,isbn_title_match,isbn_found_doi
Spencer2008-st,BOOK,The political economy of work,2008-09-25,10.4324/9780203889978,True,True,200,The Political Economy of Work,2008,1.0,yes,,,,,,,,,,,,,
Skaaning2020-si,ARTICLE,Waves of autocratization and democratization: a critical note on conceptualization and measurement,2020-11-16,10.1080/13510347.2020.1799194,True,True,200,Waves of autocratization and democratization: a critical note on conceptualization and measurement,2020,1.0,yes,,,,,,,,,,,,,
Tucker2007-kd,ARTICLE,"Enough! Electoral fraud, collective action problems, and post-communist colored revolutions",2007-09,10.1017/S1537592707071538,True,True,200,"Enough! Electoral Fraud, Collective Action Problems, and Post-Communist Colored Revolutions",2007,1.0,yes,,,,,,,,,,,,,
Hughes2019-jp,ARTICLE,"Facebook, contestation and poor people’s politics: Spanning the urban–rural divide in Cambodia?",2019-05-27,10.1080/00472336.2018.1520910,True,True,200,"Facebook, Contestation and Poor People’s Politics: Spanning the Urban–Rural Divide in Cambodia?",2019,1.0,yes,,,,,,,,,,,,,
Chunly2019-wm,ARTICLE,Facebook and political participation in Cambodia: determinants and impact of online political behaviours in an authoritarian state,2019-10-02,10.1080/0967828x.2019.1692635,True,True,200,Facebook and political participation in Cambodia: determinants and impact of online political behaviours in an authoritarian state,2019,1.0,yes,,,,,,,,,,,,,
McCargo2005-ob,ARTICLE,Cambodia: Getting away with authoritarianism?,2005,10.1353/jod.2005.0067,True,True,200,Cambodia: Getting Away with Authoritarianism?,2005,1.0,yes,,,,,,,,,,,,,
Neundorf2017-xv,BOOK,Political socialization and the making of citizens,2017-02-06,10.1093/oxfordhb/9780199935307.013.98,True,True,200,Political Socialization and the Making of Citizens,2017,1.0,yes,,,,,,,,,,,,,
Sinkkonen2021-qv,ARTICLE,Dynamic dictators: improving the research agenda on autocratization and authoritarian resilience,2021-08-18,10.1080/13510347.2021.1903881,True,True,200,Dynamic dictators: improving the research agenda on autocratization and authoritarian resilience,2021,1.0,yes,,,,,,,,,,,,,
Jiang2016-hh,ARTICLE,Lying or believing? Measuring preference falsification from a political purge in China,2016-04,10.1177/0010414015626450,True,True,200,Lying or Believing? Measuring Preference Falsification From a Political Purge in China,2016,1.0,yes,,,,,,,,,,,,,
McCargo2021-na,ARTICLE,Disruptors’ dilemma? Thailand’s 2020 Gen Z protests,2021-04-03,10.1080/14672715.2021.1876522,True,True,200,Disruptors’ dilemma? Thailand’s 2020 Gen Z protests,2021,1.0,yes,,,,,,,,,,,,,
Angeles2019-yh,ARTICLE,"Humanitarianism and Mass Migration: Confronting the World Crisis. M. Suárez‐Orozco, ed. Oakland, CA: University of California Press, 2019, 416 pp",2019-09,10.1111/aeq.12304,True,True,200,"Humanitarianism and Mass Migration: Confronting the World Crisis. M. Suárez‐Orozco, ed. Oakland, CA: University of California Press, 2019, 416 pp.",2019,1.0,yes,,,,,,,,,,,,,
Schubert2017-by,BOOK,Working the system: A political ethnography of the new Angola,2017-11-15,10.7591/cornell/9781501713699.001.0001,True,True,200,Working the System,2017,0.46,yes,,,,,,,,,,,,,
Calves2009-to,ARTICLE,« Empowerment » : généalogie d'un concept clé du discours contemporain sur le développement,2009,10.3917/rtm.200.0735,True,True,200,« Empowerment » : généalogie d'un concept clé du discours contemporain sur le développement,2009,0.96,yes,,,,,,,,,,,,,
Manzetti2007-yz,ARTICLE,Why do corrupt governments maintain public support?,2007-08,10.1177/0010414005285759,True,True,200,Why Do Corrupt Governments Maintain Public Support?,2007,1.0,yes,,,,,,,,,,,,,
Flyvbjerg2006-gh,ARTICLE,Five misunderstandings about case-study research,2006-04,10.1177/1077800405284363,True,True,200,Five Misunderstandings About Case-Study Research,2006,1.0,yes,,,,,,,,,,,,,
Rothstein2009-lr,ARTICLE,Creating political legitimacy: Electoral democracy versus quality of government,2009-11,10.1177/0002764209338795,True,True,200,Creating Political Legitimacy,2009,0.54,yes,,,,,,,,,,,,,
Lipset1959-ur,ARTICLE,Some social requisites of democracy: Economic development and political legitimacy,1959-03,10.2307/1951731,True,True,200,Some Social Requisites of Democracy: Economic Development and Political Legitimacy,1959,1.0,yes,,,,,,,,,,,,,
Merolla2009-jr,BOOK,Democracy at risk: How terrorist threats affect the public,2009-10-27,10.7208/chicago/9780226520568.001.0001,True,True,200,Democracy at Risk,2009,0.46,yes,,,,,,,,,,,,,
King2013-aq,ARTICLE,How censorship in China allows government criticism but silences collective expression,2013-05,10.1017/s0003055413000014,True,True,200,How Censorship in China Allows Government Criticism but Silences Collective Expression,2013,1.0,yes,,,,,,,,,,,,,
Gasper2011-tz,ARTICLE,Make it rain? Retrospection and the attentive electorate in the context of natural disasters: Make it rain,2011-04,10.1111/j.1540-5907.2010.00503.x,True,True,200,Make It Rain? Retrospection and the Attentive Electorate in the Context of Natural Disasters,2011,0.93,yes,,,,,,,,,,,,,
Huddy2005-nf,ARTICLE,"Threat, anxiety, and support of antiterrorism policies",2005-07,10.1111/j.1540-5907.2005.00144.x,True,True,200,"Threat, Anxiety, and Support of Antiterrorism Policies",2005,1.0,yes,,,,,,,,,,,,,
Tsing2011-nz,BOOK,Friction: An ethnography of global connection,2011-10-23,10.2307/j.ctt7s1xk,True,True,200,Friction,2011,0.31,yes,,,,,,,,,,,,,
Putnam2018-rn,BOOK,Disaffected democracies: What's troubling the trilateral countries?,2018-06-05,10.2307/j.ctv39x5n8,True,True,200,Disaffected Democracies,2018,0.53,yes,,,,,,,,,,,,,
Mauk2022-dm,ARTICLE,Stable support for democracy in East and Southeast Asia? Examining citizens’ trust in democratic institutions,2022-09,10.1007/s12140-021-09381-y,True,True,200,Stable Support for Democracy in East and Southeast Asia? Examining Citizens’ Trust in Democratic Institutions,2022,1.0,yes,,,,,,,,,,,,,
Warner1965-dj,ARTICLE,Randomized response: a survey technique for eliminating evasive answer bias,1965-03,10.1080/01621459.1965.10480775,True,True,200,Randomized Response: A Survey Technique for Eliminating Evasive Answer Bias,1965,1.0,yes,,,,,,,,,,,,,
Hsiao2020-fz,ARTICLE,Polarization perception and support for democracy: The case of Taiwan,2020-12,10.1177/0021909620911150,True,True,200,Polarization Perception and Support for Democracy: The Case of Taiwan,2020,1.0,yes,,,,,,,,,,,,,
Ockey2017-ux,ARTICLE,Team work: Shifting patterns and relationships in local and national politics in Thailand,2017-11-30,10.1355/sj32-3b,True,True,200,Team Work: Shifting Patterns and Relationships in Local and National Politics in Thailand,2017,1.0,yes,,,,,,,,,,,,,
Curato2016-kl,ARTICLE,"Politics of anxiety, politics of hope: Penal populism and Duterte's rise to power",2016-12,10.1177/186810341603500305,True,True,200,"Politics of Anxiety, Politics of Hope: Penal Populism and Duterte's Rise to Power",2016,1.0,yes,,,,,,,,,,,,,
Park2006-bv,ARTICLE,Do Asian values deter popular support for democracy in South Korea?,2006-06-01,10.1525/as.2006.46.3.341,True,True,200,Do Asian Values Deter Popular Support for Democracy in South Korea?,2006,1.0,yes,,,,,,,,,,,,,
Kim2010-gl,ARTICLE,Do Asian values exist? Empirical tests of the four dimensions of Asian values,2010-08,10.1017/s1598240800003477,True,True,200,Do Asian Values Exist? Empirical Tests of the Four Dimensions of Asian Values,2010,1.0,yes,,,,,,,,,,,,,
Hetherington1998-sz,ARTICLE,The political relevance of political trust,1998-12,10.2307/2586304,True,True,200,The Political Relevance of Political Trust,1998,1.0,yes,,,,,,,,,,,,,
Sin2005-gc,ARTICLE,Is democracy the only game in town?,2005,10.1353/jod.2005.0036,True,True,200,Challenge and Change in East Asia: Is Democracy the Only Game in Town?,2005,0.67,yes,,,,,,,,,,,,,
Pernia2023-po,ARTICLE,Populists in power: trust in public institutions and support for strong leadership in the post-authoritarian democracies of Indonesia and the Philippines,2023-01-02,10.1080/02185377.2023.2185789,True,True,200,Populists in power: trust in public institutions and support for strong leadership in the post-authoritarian democracies of Indonesia and the Philippines,2023,1.0,yes,,,,,,,,,,,,,
Claassen2020-hk,ARTICLE,Does public support help democracy survive?,2020-01,10.1111/ajps.12452,True,True,200,Does Public Support Help Democracy Survive?,2020,1.0,yes,,,,,,,,,,,,,
Anderson1997-dh,ARTICLE,Political institutions and satisfaction with democracy: A cross-national analysis of consensus and majoritarian systems,1997-03,10.2307/2952259,True,True,200,Political Institutions and Satisfaction with Democracy: A Cross-National Analysis of Consensus and Majoritarian Systems,1997,1.0,yes,,,,,,,,,,,,,
Kanti-Bandyopadhyay2013-mw,ARTICLE,Changing civil society in Cambodia: in search of relevance,2013-08,10.1080/09614524.2013.800835,True,True,200,Changing civil society in Cambodia: in search of relevance,2013,1.0,yes,,,,,,,,,,,,,
Philp2015-fm,ARTICLE,Realism about political corruption,2015-05-11,10.1146/annurev-polisci-092012-134421,True,True,200,Realism About Political Corruption,2015,1.0,yes,,,,,,,,,,,,,
Iversen2008-vd,ARTICLE,Work and power: The connection between female labor force participation and female political representation,2008-06-01,10.1146/annurev.polisci.11.053106.151342,True,True,200,Work and Power: The Connection Between Female Labor Force Participation and Female Political Representation,2008,1.0,yes,,,,,,,,,,,,,
Quintelier2012-gl,ARTICLE,Political attitudes and political participation: A panel study on socialization and self-selection effects among late adolescents,2012-01,10.1177/0192512111412632,True,True,200,Political attitudes and political participation: A panel study on socialization and self-selection effects among late adolescents,2012,1.0,yes,,,,,,,,,,,,,
Henn2002-vn,ARTICLE,A generation apart? Youth and political participation in Britain,2002-06,10.1111/1467-856x.t01-1-00001,True,True,200,A Generation Apart? Youth and Political Participation in Britain,2002,1.0,yes,,,,,,,,,,,,,
Geddes1989-ny,ARTICLE,Sources of popular support for authoritarian regimes,1989-05,10.2307/2111150,True,True,200,Sources of Popular Support for Authoritarian Regimes,1989,1.0,yes,,,,,,,,,,,,,
Lorch2021-pg,ARTICLE,"Elite capture, civil society and democratic backsliding in Bangladesh, Thailand and the Philippines",2021-01-02,10.1080/13510347.2020.1842360,True,True,200,"Elite capture, civil society and democratic backsliding in Bangladesh, Thailand and the Philippines",2021,1.0,yes,,,,,,,,,,,,,
Davies2019-lx,MISC,Containing Contagion,2019,10.1353/book.66168,True,True,200,Containing Contagion,2019,1.0,yes,,,,,,,,,,,,,
Moreno2002-cf,ARTICLE,Attitudes toward democracy: Mexico in comparative perspective,2002-10,10.1177/002071520204300307,True,True,200,Attitudes Toward Democracy: Mexico in Comparative Perspective,2002,1.0,yes,,,,,,,,,,,,,
Kubbe2018-sm,ARTICLE,Corruption and the impact of democracy,2018-09,10.1007/s10611-017-9732-0,True,True,200,Corruption and the impact of democracy,2018,1.0,yes,,,,,,,,,,,,,
Lee2018-bt,ARTICLE,Invisible networked publics and hidden contention: Youth activism and social media tactics under repression,2018-11-01,10.1177/1461444818768063,True,True,200,Invisible networked publics and hidden contention: Youth activism and social media tactics under repression,2018,1.0,yes,,,,,,,,,,,,,
Mietzner2018-bc,ARTICLE,Fighting illiberalism with illiberalism: Islamist populism and democratic deconsolidation in Indonesia,2018-06-01,10.5509/2018912261,True,True,200,Fighting Illiberalism with Illiberalism: Islamist Populism and Democratic Deconsolidation in Indonesia,2018,1.0,yes,,,,,,,,,,,,,
Marsden2005-yp,ARTICLE,The sociology of James S. coleman,2005-08-01,10.1146/annurev.soc.31.041304.122209,True,True,200,The Sociology of James S. Coleman,2005,1.0,yes,,,,,,,,,,,,,
Chheang2008-px,ARTICLE,The political economy of tourism in Cambodia,2008-09-01,10.1080/10941660802280414,True,True,200,The Political Economy of Tourism in Cambodia,2008,1.0,yes,,,,,,,,,,,,,
Ledgerwood2003-qm,ARTICLE,Global concepts and local meaning: human rights and Buddhism in Cambodia,2003-12-01,10.1080/1475483032000137129,True,True,200,Global concepts and local meaning: human rights and Buddhism in Cambodia,2003,1.0,yes,,,,,,,,,,,,,
Springer2009-bo,ARTICLE,"Violence, democracy, and the neoliberal “order”: The contestation of public space in posttransitional Cambodia",2009-01-08,10.1080/00045600802223333,True,True,200,"Violence, Democracy, and the Neoliberal “Order”: The Contestation of Public Space in Posttransitional Cambodia",2009,1.0,yes,,,,,,,,,,,,,
Davenport2007-ww,ARTICLE,State repression and political order,2007-06-01,10.1146/annurev.polisci.10.101405.143216,True,True,200,State Repression and Political Order,2007,1.0,yes,,,,,,,,,,,,,
Brancati2014-ub,ARTICLE,Democratic authoritarianism: Origins and effects,2014-05-11,10.1146/annurev-polisci-052013-115248,True,True,200,Democratic Authoritarianism: Origins and Effects,2014,1.0,yes,,,,,,,,,,,,,
Wedeen2010-ys,ARTICLE,Reflections on ethnographic work in political science,2010-05-01,10.1146/annurev.polisci.11.052706.123951,True,True,200,Reflections on Ethnographic Work in Political Science,2010,1.0,yes,,,,,,,,,,,,,
della-Porta2018-nx,ARTICLE,Radicalization: A relational perspective,2018-05-11,10.1146/annurev-polisci-042716-102314,True,True,200,Radicalization: A Relational Perspective,2018,1.0,yes,,,,,,,,,,,,,
Honari2018-lc,ARTICLE,From ‘the effect of repression’ toward ‘the response to repression’,2018-10-01,10.1177/0011392118787585,True,True,200,From ‘the effect of repression’ toward ‘the response to repression’,2018,1.0,yes,,,,,,,,,,,,,
Hechter1992-lo,ARTICLE,The dynamics of secession,1992-10-01,10.1177/000169939203500401,True,True,200,The Dynamics of Secession,1992,1.0,yes,,,,,,,,,,,,,
Earl2011-et,ARTICLE,"Political repression: Iron fists, velvet gloves, and diffuse control",2011-08-11,10.1146/annurev.soc.012809.102609,True,True,200,"Political Repression: Iron Fists, Velvet Gloves, and Diffuse Control",2011,1.0,yes,,,,,,,,,,,,,
Warde2015-lz,ARTICLE,The sociology of consumption: Its recent development,2015-08-14,10.1146/annurev-soc-071913-043208,True,True,200,The Sociology of Consumption: Its Recent Development,2015,1.0,yes,,,,,,,,,,,,,
Viterna2015-ha,ARTICLE,New directions for the sociology of development,2015-08-14,10.1146/annurev-soc-071913-043426,True,True,200,New Directions for the Sociology of Development,2015,1.0,yes,,,,,,,,,,,,,
Hampton2018-dc,ARTICLE,The political economy of dive tourism: precarity at the periphery in Malaysia,2018-01-01,10.1080/14616688.2017.1357141,True,True,200,The political economy of dive tourism: precarity at the periphery in Malaysia,2018,1.0,yes,,,,,,,,,,,,,
Coffey2014-av,ARTICLE,Unpacking the black box: the problem of agency in the sociology of youth,2014-04-21,10.1080/13676261.2013.830707,True,True,200,Unpacking the black box: the problem of agency in the sociology of youth,2014,1.0,yes,,,,,,,,,,,,,
Crotty2006-jw,ARTICLE,The effects of neoliberal “reforms” on the postcrisis Korean economy,2006-09-01,10.1177/0486613406290903,True,True,200,The Effects of Neoliberal “Reforms” on the Postcrisis Korean Economy,2006,1.0,yes,,,,,,,,,,,,,
Gardner2012-bh,ARTICLE,Transnational Migration and the Study of Children: An Introduction,2012-07-01,10.1080/1369183X.2012.677170,True,True,200,Transnational Migration and the Study of Children: An Introduction,2012,1.0,yes,,,,,,,,,,,,,
Song2013-pk,ARTICLE,Democracy against labour: The dialectic of democratisation and DE-democratisation in Korea,2013-05-01,10.1080/00472336.2012.759684,True,True,200,Democracy against Labour: The Dialectic of Democratisation and De-democratisation in Korea,2013,1.0,yes,,,,,,,,,,,,,
De-Grauwe2013-ov,ARTICLE,The political economy of the euro,2013-05-11,10.1146/annurev-polisci-060911-085923,True,True,200,The Political Economy of the Euro,2013,1.0,yes,,,,,,,,,,,,,
Bokhorst-Heng2007-gd,ARTICLE,Multiculturalism’s narratives in Singapore and Canada: exploring a model for comparative multiculturalism and multicultural education,2007-12-01,10.1080/00220270701506324,True,True,200,Multiculturalism’s narratives in Singapore and Canada: exploring a model for comparative multiculturalism and multicultural education,2007,1.0,yes,,,,,,,,,,,,,
Song2007-ha,ARTICLE,"‘venture companies,’ ‘flexible labor,’ and the ‘new intellectual’: The neoliberal construction of underemployed youth in South Korea",2007-07-01,10.1080/13676260701262582,True,True,200,"‘Venture Companies,’ ‘Flexible Labor,’ and the ‘New Intellectual’: The Neoliberal Construction of Underemployed Youth in South Korea",2007,1.0,yes,,,,,,,,,,,,,
Rademacher2015-hu,ARTICLE,Urban political ecology,2015-10-21,10.1146/annurev-anthro-102214-014208,True,True,200,Urban Political Ecology,2015,1.0,yes,,,,,,,,,,,,,
Kim2007-fr,ARTICLE,The aesthetics of total mobilisation in the visual culture of late colonial Korea,2007-09-01,10.1080/14690760701571130,True,True,200,The Aesthetics of Total Mobilisation in the Visual Culture of Late Colonial Korea,2007,1.0,yes,,,,,,,,,,,,,
